,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
FH,1.1394049859925879,4.440562378913652,63.4249663900224,5.894309451388067e-07,3.245113021441906e-05,FH,T_cells_CD4
EAF2,1.6167398739498853,3.209280367482756,63.34843230009015,5.940559522979156e-07,3.245113021441906e-05,EAF2,T_cells_CD4
DARS-AS1,-2.3244682059305912,2.425559951939061,73.72385533894231,5.974130118468328e-07,3.245113021441906e-05,DARS-AS1,T_cells_CD4
IER3-AS1,2.377112635831017,1.81119147624456,63.28848319352311,5.977072501308094e-07,3.245113021441906e-05,IER3-AS1,T_cells_CD4
GTF3C6,-1.3911678354970716,5.726656972033624,62.345240625421916,6.586140863078588e-07,3.558434359517703e-05,GTF3C6,T_cells_CD4
MPP1,2.0927908758464446,3.3154626123336333,61.9763908487782,6.843071848285602e-07,3.679390805382548e-05,MPP1,T_cells_CD4
MPDU1,-2.045755892588154,3.229394796150194,61.82078417214068,6.954831472317224e-07,3.72150357148513e-05,MPDU1,T_cells_CD4
WIPF1,-0.938556237751806,7.271064240351171,61.65595109685101,7.07546362055582e-07,3.756368488987928e-05,WIPF1,T_cells_CD4
NAA10,0.9657906259451453,6.064080627220846,61.63969480547906,7.087487715071562e-07,3.756368488987928e-05,NAA10,T_cells_CD4
IFIH1,-1.1513329241569632,5.285976916038273,61.50898775085998,7.185006380343805e-07,3.790005735224007e-05,IFIH1,T_cells_CD4
SLFN13,-2.0800955416831264,3.6352982825011506,61.4595340512243,7.222296115047827e-07,3.791705460400109e-05,SLFN13,T_cells_CD4
HCST,-1.3567335832667464,8.720543161634605,61.32258239160417,7.326704077320875e-07,3.814390669922467e-05,HCST,T_cells_CD4
COMTD1,1.474763387535035,4.642029016763838,61.31303146763269,7.334048547739514e-07,3.814390669922467e-05,COMTD1,T_cells_CD4
SAMD9,-0.9870037566784591,7.251281147637923,61.18207599210262,7.435590920553648e-07,3.849215206779633e-05,SAMD9,T_cells_CD4
ISYNA1,1.4059498345481558,3.699988760951475,61.120304385468444,7.484036857826193e-07,3.856357880907663e-05,ISYNA1,T_cells_CD4
IMPA2,2.127569350338405,2.372179546023465,61.070052430021214,7.52371034157848e-07,3.858935304228962e-05,IMPA2,T_cells_CD4
HSPA6,-6.610544411501934,4.004343757602811,60.39645920270844,8.079012777921425e-07,4.123697094759626e-05,HSPA6,T_cells_CD4
PPA1,1.4824094302056434,8.071319720529441,60.35576133169637,8.11401315141382e-07,4.123697094759626e-05,PPA1,T_cells_CD4
HCFC1R1,1.1724795821203073,5.206548824304982,60.27989802344842,8.179712469449929e-07,4.12865673623542e-05,HCFC1R1,T_cells_CD4
GDF11,1.089786765958385,4.607716940317854,60.25894718447878,8.197961713459369e-07,4.12865673623542e-05,GDF11,T_cells_CD4
ITGA6-AS1,-2.6818380586233235,2.6527502552498645,69.49833924511344,8.474209249038926e-07,4.248556258639786e-05,ITGA6-AS1,T_cells_CD4
TMEM18,-1.4533976979948988,4.790539295804934,59.63337984282741,8.764558409352239e-07,4.374418614174458e-05,TMEM18,T_cells_CD4
PCAT1,-2.2204783628220475,2.768229789443882,59.57421996462933,8.820383900653457e-07,4.382628250637187e-05,PCAT1,T_cells_CD4
TALDO1,0.9483806290882602,7.193832006828494,59.32248744965848,9.062445020039397e-07,4.482889469912822e-05,TALDO1,T_cells_CD4
HMG20B,1.343753636581182,5.2728444494444275,59.008334227603896,9.375081639935257e-07,4.6170202943574957e-05,HMG20B,T_cells_CD4
IFIT2,-1.9195393514540637,5.452327819443544,58.75869827102667,9.63217953258827e-07,4.722738246595041e-05,IFIT2,T_cells_CD4
PIGBOS1,-0.9217949852400389,5.283075961440142,58.65632897992357,9.739895432937968e-07,4.7546068494999815e-05,PIGBOS1,T_cells_CD4
B3GALNT2,1.4901861798386034,3.1481015656432785,58.512899184328845,9.89310426001623e-07,4.794919737486471e-05,B3GALNT2,T_cells_CD4
TMC8,-1.045418773394393,4.778672895948968,58.498495591590675,9.90863917000798e-07,4.794919737486471e-05,TMC8,T_cells_CD4
GATAD1,-1.4292583391391416,4.478523041232165,58.40607804049195,1.0008971238637672e-06,4.8225043240708784e-05,GATAD1,T_cells_CD4
LTA4H,0.8377399897921252,5.590841487190716,58.33499906892634,1.0086915418253422e-06,4.8391107157396805e-05,LTA4H,T_cells_CD4
AAMDC,1.2562788721762002,4.182228202824452,58.00258652588003,1.046062038700096e-06,4.9968542878678406e-05,AAMDC,T_cells_CD4
SCPEP1,1.065013016270488,4.161426297572528,57.615615732465734,1.0915430600897874e-06,5.191826606324501e-05,SCPEP1,T_cells_CD4
TIGD5,1.3956681693510664,3.503386098889878,57.527841970901285,1.102166236337385e-06,5.2098131497140394e-05,TIGD5,T_cells_CD4
PRADC1,1.5178202986157803,3.731892016675224,57.507159319324934,1.104686346210704e-06,5.2098131497140394e-05,PRADC1,T_cells_CD4
DPM2,1.0584801994990047,5.147892929252479,57.45335542170147,1.1112726001581385e-06,5.213738601220277e-05,DPM2,T_cells_CD4
BX284668.5,-2.3793704113054357,2.901848498655681,57.42397720319601,1.114887499632009e-06,5.213738601220277e-05,BX284668.5,T_cells_CD4
ANKRD37,-1.6315841848356967,3.6219754323091418,57.29239518962941,1.1312414806938813e-06,5.268082711348493e-05,ANKRD37,T_cells_CD4
ING2,0.8864948558401236,5.619371157610832,57.20949267334586,1.1416837987405428e-06,5.294558616659267e-05,ING2,T_cells_CD4
PTTG1,1.4784000348051363,4.756387832448734,57.11551802469945,1.1536521582495068e-06,5.326204854602861e-05,PTTG1,T_cells_CD4
MAPRE3,2.359337111076429,2.4551908948951273,57.08103890978156,1.1580786835704335e-06,5.326204854602861e-05,MAPRE3,T_cells_CD4
ZCCHC10,-1.0158194571743702,5.403027715698474,57.024176381045436,1.165420675841307e-06,5.337914453544752e-05,ZCCHC10,T_cells_CD4
LTBP4,1.0567178193316833,3.9093047698364316,56.89561856676993,1.1822137478550502e-06,5.392638940010946e-05,LTBP4,T_cells_CD4
CRIP2,1.576418399322787,3.8869378619760324,56.64750734261498,1.2153994022844743e-06,5.5213858560923265e-05,CRIP2,T_cells_CD4
PNKD,0.9851585340210044,6.265897051957113,56.59865568105644,1.2220562860166558e-06,5.529059537953406e-05,PNKD,T_cells_CD4
CDC37,0.994328912394995,7.102538480350731,56.447772716404494,1.242877218537279e-06,5.6004953207772935e-05,CDC37,T_cells_CD4
STAT6,-1.1071038925861856,4.756543449608515,56.39356953593394,1.250454170925781e-06,5.6119173074209453e-05,STAT6,T_cells_CD4
ARMH1,-1.3806606244065096,3.750168921708659,56.301409979806884,1.2634566139216927e-06,5.643144412590682e-05,ARMH1,T_cells_CD4
BBS12,1.722272723202583,2.371601629064045,56.24615612736157,1.2713251041341728e-06,5.643144412590682e-05,BBS12,T_cells_CD4
ELP6,-1.2200726018048433,4.296714256300779,56.23708002331197,1.2726228639355446e-06,5.643144412590682e-05,ELP6,T_cells_CD4
GABPB2,-1.5521821274508818,4.031423459618113,56.02763958196597,1.3029881632641417e-06,5.713159608649438e-05,GABPB2,T_cells_CD4
ZNF33A,-1.0441706314033201,5.618829547473336,56.023534611754656,1.3035914075203041e-06,5.713159608649438e-05,ZNF33A,T_cells_CD4
MTHFS,-1.4922734897289995,4.273831491114866,56.022035369232256,1.303811806466269e-06,5.713159608649438e-05,MTHFS,T_cells_CD4
WDR46,1.0730147520716602,5.251838315379152,55.871356464270676,1.3261780742736806e-06,5.7740802323587165e-05,WDR46,T_cells_CD4
CHD3,-1.1654041265724826,5.8572489979534454,55.858606723953145,1.3280903319710975e-06,5.7740802323587165e-05,CHD3,T_cells_CD4
ARHGAP45,-1.040635144284124,5.788804608170588,55.74148933683091,1.3458020013121226e-06,5.828317616577403e-05,ARHGAP45,T_cells_CD4
AP1S1,1.091089876262607,4.616563689109091,55.62446888993427,1.3637649733912808e-06,5.88321866428099e-05,AP1S1,T_cells_CD4
INO80C,-1.5958013937255364,3.3101143469419774,55.557992058747516,1.37408945896281e-06,5.904870918245589e-05,INO80C,T_cells_CD4
C20ORF27,1.4332854509901132,4.632421710181966,55.51540134897665,1.3807504299766201e-06,5.9106739560153006e-05,C20ORF27,T_cells_CD4
PSENEN,0.9636266875825626,6.144093190608298,55.46390069316825,1.3888534624444025e-06,5.922582006515786e-05,PSENEN,T_cells_CD4
HIST1H2BG,1.5758826080395052,3.33902332704719,55.36918157000778,1.4038965492948436e-06,5.929085344466466e-05,HIST1H2BG,T_cells_CD4
PHF11,-1.1521356333829127,6.471720899865598,55.36038088617084,1.4053035406015906e-06,5.929085344466466e-05,PHF11,T_cells_CD4
AC012645.3,-2.2632926837327156,2.1867016931718055,55.35378012058558,1.4063598660729085e-06,5.929085344466466e-05,AC012645.3,T_cells_CD4
AC004865.2,-2.7884574352862255,2.364122692736543,55.29018726906948,1.416582584626162e-06,5.943683419429635e-05,AC004865.2,T_cells_CD4
SHISAL2A,-1.3790669427662607,4.311399001381502,55.26593656692344,1.4205029555869566e-06,5.943683419429635e-05,SHISAL2A,T_cells_CD4
LIMD2,-1.022758960734176,7.929633043232882,55.146968679826,1.4399130710279873e-06,6.002334262375093e-05,LIMD2,T_cells_CD4
KLHDC7B,-1.946446225363583,2.7620084990529707,63.3667951206653,1.4550359970148649e-06,6.0427427786475544e-05,KLHDC7B,T_cells_CD4
ZSCAN16,1.1130996477116226,3.7216460340903907,54.97118591531107,1.4691415947714149e-06,6.078641617028196e-05,ZSCAN16,T_cells_CD4
RBFA,1.0173849454732253,4.392905204698904,54.87981504095974,1.4845977798215515e-06,6.119841959042173e-05,RBFA,T_cells_CD4
LINC02001,1.0090530706808598,5.2259547923563545,54.7848061774062,1.5008637451974959e-06,6.164064016253923e-05,LINC02001,T_cells_CD4
ST6GAL1,-1.1533906920921921,5.299903277993498,54.65156298824477,1.524014606211256e-06,6.236133296739441e-05,ST6GAL1,T_cells_CD4
HIST1H1C,0.9665354539201434,7.461233533352896,54.61207891669161,1.530951920666748e-06,6.241573215025972e-05,HIST1H1C,T_cells_CD4
GBP3,-1.2092091706659167,5.365060410488083,54.506875070648135,1.5496103012689083e-06,6.270653410722719e-05,GBP3,T_cells_CD4
MRPS34,0.8286157718537002,7.086376923020438,54.49803146472791,1.5511903804050462e-06,6.270653410722719e-05,MRPS34,T_cells_CD4
GCA,1.219662873471982,4.542495523052516,54.47682435243254,1.5549868296131808e-06,6.270653410722719e-05,GCA,T_cells_CD4
TRPV2,-1.6570257648820303,3.5919283349420326,54.29877294999157,1.587276937112949e-06,6.376162027494375e-05,TRPV2,T_cells_CD4
RARRES3,-0.9360340502730088,8.434499267490223,54.269767528905206,1.5926083051603202e-06,6.376162027494375e-05,RARRES3,T_cells_CD4
LY6G5C,-3.032793036924619,2.0343956040555913,54.22915782361945,1.6001065054303596e-06,6.383220575426488e-05,LY6G5C,T_cells_CD4
ATM,-0.982154791356889,7.789839130136505,54.182114427742455,1.608842345714022e-06,6.388006359434823e-05,ATM,T_cells_CD4
ZBP1,-1.713366821529361,4.402388487578799,54.12230638952443,1.6200261535976536e-06,6.388006359434823e-05,ZBP1,T_cells_CD4
TRIM21,-1.3195667858486404,4.296279176051987,54.10579632953623,1.6231288460603757e-06,6.388006359434823e-05,TRIM21,T_cells_CD4
MTHFD2,-1.0496490407626051,4.710039875313786,54.09976497108094,1.6242639709973538e-06,6.388006359434823e-05,MTHFD2,T_cells_CD4
CYSTM1,1.520974194402187,4.741859902656913,53.90777465695796,1.6608684569849523e-06,6.50691158704448e-05,CYSTM1,T_cells_CD4
NCF1C,-1.870025473059165,2.3942799176119895,53.88025855220401,1.6661902985693412e-06,6.50691158704448e-05,NCF1C,T_cells_CD4
DDX60L,-1.215383904766815,5.262257767368382,53.76284545296902,1.6891156739995146e-06,6.573376731333775e-05,DDX60L,T_cells_CD4
C19ORF48,0.9038050652790748,4.530198048749375,53.67320092501579,1.7068582248774247e-06,6.619279457451476e-05,C19ORF48,T_cells_CD4
UBTF,-1.0260171086198413,5.946875455076166,53.59858579070373,1.721786193728356e-06,6.653986227846043e-05,UBTF,T_cells_CD4
TMEM141,1.104643227579921,5.659973240244726,53.541869341044865,1.7332315628458203e-06,6.675040586323177e-05,TMEM141,T_cells_CD4
SPRYD7,1.0679690763525678,4.073437551376505,53.03151380875604,1.8401635953989796e-06,7.046588763885697e-05,SPRYD7,T_cells_CD4
ACSL6,-1.7876742773606484,3.816017514522099,53.02133951272737,1.8423695689943738e-06,7.046588763885697e-05,ACSL6,T_cells_CD4
HLA-E,-1.0793438327771925,9.92356800199898,52.95520422517253,1.8567816778013034e-06,7.077390436276886e-05,HLA-E,T_cells_CD4
CLK4,-0.910405429380851,5.565815287691883,52.740145515494355,1.9045315345796915e-06,7.234619788352207e-05,CLK4,T_cells_CD4
MAN2B2,-1.4693710900546109,3.981852009351332,52.579451347168714,1.9411134184444823e-06,7.348500798396968e-05,MAN2B2,T_cells_CD4
RELL2,1.4678558934974673,3.187811112058412,52.51351954857519,1.9563510228910202e-06,7.381080299924426e-05,RELL2,T_cells_CD4
NDUFA2,0.8231496478437156,7.495312543000321,52.48092139904573,1.963934538814116e-06,7.384659262500377e-05,NDUFA2,T_cells_CD4
TXNRD2,-2.394846826190928,2.2436773668383094,52.31537401371954,2.002961202821626e-06,7.501414993401777e-05,TXNRD2,T_cells_CD4
USP16,-0.8487008911625766,6.219561368278584,52.292319345504914,2.008465110542434e-06,7.501414993401777e-05,USP16,T_cells_CD4
DOCK2,-1.1066746332820554,5.504864179644649,52.05859863034058,2.0652334551823387e-06,7.687641590695462e-05,DOCK2,T_cells_CD4
ARHGAP25,-1.2568926278446069,5.765468202998868,51.86682319712235,2.1131645722929728e-06,7.839840563206929e-05,ARHGAP25,T_cells_CD4
LINC00339,1.7733444187445822,3.8636289484515927,51.730103749147325,2.148099963418223e-06,7.912404991071037e-05,LINC00339,T_cells_CD4
KPNA2,1.3093381112088478,4.42593410652222,51.7300971477261,2.148101665873989e-06,7.912404991071037e-05,KPNA2,T_cells_CD4
NEAT1,-1.4381733157187735,9.573618054794261,51.707064157098785,2.1540509544425197e-06,7.912404991071037e-05,NEAT1,T_cells_CD4
CCDC65,-2.6169819656118487,2.702193203131263,51.569143700555735,2.1900654060339064e-06,8.001203937457274e-05,CCDC65,T_cells_CD4
SLC50A1,0.895007694980915,5.155009438202534,51.55952198109883,2.192603055637438e-06,8.001203937457274e-05,SLC50A1,T_cells_CD4
C22ORF46,-2.028364338212368,3.364252136436771,51.503706589718824,2.2073893549177746e-06,8.02875735892473e-05,C22ORF46,T_cells_CD4
FBXO36,2.3454550380368326,1.8235638283152795,51.47671193239944,2.214580870790559e-06,8.02875735892473e-05,FBXO36,T_cells_CD4
GPX7,-1.0583437332555445,3.8064722909876965,51.37429670772267,2.2421056441008298e-06,8.077350594978937e-05,GPX7,T_cells_CD4
GPSM3,-1.114457658688781,7.339318689555788,51.37284354425667,2.242498952244826e-06,8.077350594978937e-05,GPSM3,T_cells_CD4
MLKL,-2.277221663607345,3.1891034170523715,51.2628080305654,2.272507597341973e-06,8.151337230339812e-05,MLKL,T_cells_CD4
C20ORF96,2.03514678824655,1.7452997280483116,51.23600386400066,2.2798858608128843e-06,8.151337230339812e-05,C20ORF96,T_cells_CD4
DDX5,-1.2391272924568553,9.418803617710996,51.19294999230331,2.2917936156505328e-06,8.151337230339812e-05,DDX5,T_cells_CD4
ZCWPW1,-2.04270609415711,2.8371863180177237,51.18280813540723,2.2946088075159234e-06,8.151337230339812e-05,ZCWPW1,T_cells_CD4
SPON1,-2.100597138116191,4.114331248038948,51.16465149665185,2.2996584818748434e-06,8.151337230339812e-05,SPON1,T_cells_CD4
EPC1,-1.151062206113612,6.633698156895965,50.974192754406694,2.3533889371039726e-06,8.315307577767371e-05,EPC1,T_cells_CD4
IFI27L1,1.5271061654545326,3.868889862078379,50.943663069915324,2.3621324117391707e-06,8.319789159068661e-05,IFI27L1,T_cells_CD4
CTCF,-0.9358768646149561,5.750265729561482,50.684645172188354,2.437802174239964e-06,8.55922340671634e-05,CTCF,T_cells_CD4
RNF43,-2.8999458681030097,2.57523522578023,50.542240689877644,2.480564489126181e-06,8.681975711941634e-05,RNF43,T_cells_CD4
NBN,-1.0138333770081647,5.008005097265438,50.513503262400576,2.4892959994205722e-06,8.684354596295495e-05,NBN,T_cells_CD4
GALE,1.6384092562474606,3.200475409518272,50.475718280028126,2.5008291911074927e-06,8.684354596295495e-05,GALE,T_cells_CD4
IFIT5,-1.1314894856565543,5.174305698830949,50.46323683890242,2.504652134241558e-06,8.684354596295495e-05,IFIT5,T_cells_CD4
BLVRB,1.0425542806701589,5.1330322001005975,50.432535857353706,2.514083564898036e-06,8.689984496060604e-05,BLVRB,T_cells_CD4
SLC36A4,-1.4630684981727906,3.9392580263867036,50.4029822124355,2.5232003081604104e-06,8.694495179512497e-05,SLC36A4,T_cells_CD4
PASK,-2.5942904344952296,6.605987666422733,50.22137735664545,2.5800456528632395e-06,8.862934603817241e-05,PASK,T_cells_CD4
YJU2,-1.3897248384162257,3.72690891612916,50.15977215382239,2.59965545336157e-06,8.902820060281314e-05,YJU2,T_cells_CD4
C21ORF58,1.5696159651124946,3.0180204225804173,49.96846476264201,2.661628880718502e-06,9.08349022722352e-05,C21ORF58,T_cells_CD4
TUFM,1.156466608638017,6.82509295752707,49.945721231587115,2.669106546497938e-06,9.08349022722352e-05,TUFM,T_cells_CD4
ZNF688,-1.3468488108521122,4.2251054037492946,49.90910844339027,2.6811939021654606e-06,9.08349022722352e-05,ZNF688,T_cells_CD4
FGFR1,1.682749472869677,3.571410858808981,49.89017836955128,2.687467637434487e-06,9.08349022722352e-05,FGFR1,T_cells_CD4
GTF2H5,-0.9762269099471699,5.691404916183641,49.87287075428699,2.6932181266700465e-06,9.08349022722352e-05,GTF2H5,T_cells_CD4
TSEN34,0.9425346123121088,5.171514836197554,49.800120403336116,2.7175415113013957e-06,9.137835957940945e-05,TSEN34,T_cells_CD4
TMCO4,-1.9964543076719627,2.738916068637886,49.766892192618265,2.7287332311298626e-06,9.147831585082943e-05,TMCO4,T_cells_CD4
ARHGAP9,-1.1392219380296995,5.0718032378097115,49.692322137904,2.754038815158021e-06,9.204940544356988e-05,ARHGAP9,T_cells_CD4
KIF5C,1.262386789640695,3.78627738030916,49.659963419591264,2.765101948501611e-06,9.214246912222433e-05,KIF5C,T_cells_CD4
SGK3,-1.0681170960752715,4.544084078503601,49.34736916234241,2.8745897833039166e-06,9.546580327777003e-05,SGK3,T_cells_CD4
PYCARD,-1.272411525244703,6.059668580110727,49.32673618250838,2.8819865140458877e-06,9.546580327777003e-05,PYCARD,T_cells_CD4
TSPAN33,2.3095300356180974,1.6301321551903243,49.20581187922257,2.925769856049613e-06,9.662854153659405e-05,TSPAN33,T_cells_CD4
NDUFB2,-1.010766944928572,7.538316418606959,49.12962308193908,2.953740018297531e-06,9.726368758476779e-05,NDUFB2,T_cells_CD4
CNPY3,-0.8733692583104176,5.480449261605426,49.06795751705425,2.97659895074661e-06,9.750604902313626e-05,CNPY3,T_cells_CD4
HDGFL2,0.9310361209801102,4.85145450599733,49.062527208830225,2.978621443653758e-06,9.750604902313626e-05,HDGFL2,T_cells_CD4
RNASEK,1.0112067420280924,5.065911347108202,49.01857857272704,2.9950469458514257e-06,9.772748108036942e-05,RNASEK,T_cells_CD4
DDRGK1,-1.0796316138401794,5.3445623849413995,48.99753781473103,3.002946857995179e-06,9.772748108036942e-05,DDRGK1,T_cells_CD4
FCMR,-0.8807285225531714,6.1609964586530355,48.814426260532606,3.0726965257369405e-06,9.970586685554562e-05,FCMR,T_cells_CD4
CREB3,1.1314938427939152,5.07132952996993,48.786829375574065,3.083365850301178e-06,9.976122649375612e-05,CREB3,T_cells_CD4
MDS2,-1.5370744227756736,3.124823629338849,48.670968343575716,3.128616641090957e-06,0.00010093189337780392,MDS2,T_cells_CD4
SCAMP1-AS1,-1.1929649293308757,4.396574158415283,48.6459297448301,3.138493679435407e-06,0.00010095790361883261,SCAMP1-AS1,T_cells_CD4
LDLRAP1,-0.9795536967391841,5.280617741855076,48.53169505964039,3.1840037566710517e-06,0.00010212669110014063,LDLRAP1,T_cells_CD4
AL359220.1,-1.520350357315967,4.023090609391105,48.415610531706825,3.2310132311896273e-06,0.00010333671627339239,AL359220.1,T_cells_CD4
PPP1R14B,1.3447606512565442,6.840910767607575,48.27655119127638,3.2883582236011345e-06,0.00010482880374621427,PPP1R14B,T_cells_CD4
BORCS7,-1.6558233880068451,4.877283098880475,48.25702136503837,3.296503262459568e-06,0.00010482880374621427,BORCS7,T_cells_CD4
ATP5MC3,0.8623132113623256,8.206715716611622,48.19668990261971,3.321808676191605e-06,0.0001052471454662772,ATP5MC3,T_cells_CD4
ATP1B3,0.8891660604966006,6.140587474198686,48.162625068503345,3.336193367245652e-06,0.0001052471454662772,ATP1B3,T_cells_CD4
C4ORF46,1.5417723639967373,2.4609389597859477,48.13000099271915,3.35003542637024e-06,0.0001052471454662772,C4ORF46,T_cells_CD4
APOL1,-1.264372187882235,4.254962680511365,48.11912477769235,3.3546644518602388e-06,0.0001052471454662772,APOL1,T_cells_CD4
KIAA1551,-1.000959457022878,7.745297671805964,48.11341803415853,3.357096178506671e-06,0.0001052471454662772,KIAA1551,T_cells_CD4
IKZF3,-1.2338298116378614,6.528776231269976,48.091636959296835,3.366395668103745e-06,0.0001052471454662772,IKZF3,T_cells_CD4
TNRC18,-2.133073366599947,2.927717840044148,48.008297797826266,3.4022462551408078e-06,0.00010607003030733106,TNRC18,T_cells_CD4
EPHB6,1.38052640536565,4.198935353265757,47.91920069410001,3.4410498870707272e-06,0.00010696661304632893,EPHB6,T_cells_CD4
TMEM154,-1.164667250744999,4.454393348178436,47.89829697149006,3.4502258835248957e-06,0.00010696661304632893,TMEM154,T_cells_CD4
